forecast_month,region,product_id,product,predicted_revenue,predicted_profit,growth_percent,confidence,lower_bound,upper_bound,forecast_reason
2026-09,West,P004,AnalyticsEdge,97947.01,58768.21,11.1,85,88152.31,107741.71,Post-Q2 recovery driven by H2 seasonality
2026-09,West,P005,ConnectBridge,59705.02,40599.41,14.1,83,53734.52,65675.52,Marketing campaigns scheduled for Q4 2026
2026-09,West,P006,StorageMax HDD,232424.84,104591.18,10.4,80,209182.36,255667.32,Holiday budget allocation expected to boost sales
2026-09,West,P007,ServerLink X1,349051.23,139620.49,9.6,76,314146.11,383956.35,Post-Q2 recovery driven by H2 seasonality
2026-09,West,P008,CyberAudit Suite,106230.68,76486.09,11.5,91,95607.61,116853.75,Holiday budget allocation expected to boost sales
2026-09,West,P009,WorkflowPro,47838.63,32051.88,13.6,79,43054.77,52622.49,Conservative estimate pending East region recovery
2026-09,West,P010,InsightDash,91574.96,57692.22,9.2,92,82417.46,100732.46,Conservative estimate pending East region recovery
2026-09,West,P011,APIGateway Pro,68426.53,47214.31,9.1,84,61583.88,75269.18,YoY growth trajectory maintained from 2025 H2
2026-09,West,P012,BackupCloud Ultra,36724.3,26074.25,8.9,81,33051.87,40396.73,Holiday budget allocation expected to boost sales
2026-09,Central,P001,CloudSync Pro,76632.62,49811.2,7.3,84,68969.36,84295.88,Enterprise contract renewals projected in Q3
2026-09,Central,P002,DataVault Enterprise,152464.65,94528.08,9.7,93,137218.18,167711.12,YoY growth trajectory maintained from 2025 H2
2026-09,Central,P003,NetShield Plus,42587.25,29811.07,8.4,87,38328.53,46845.98,Post-Q2 recovery driven by H2 seasonality
2026-09,Central,P004,AnalyticsEdge,103874.66,62324.8,7.4,72,93487.19,114262.13,Back-to-school and IT procurement cycle
2026-09,Central,P005,ConnectBridge,70375.7,47855.48,7.4,97,63338.13,77413.27,Supplier delay resolved -- full inventory restored
2026-09,Central,P006,StorageMax HDD,234103.62,105346.63,6.2,85,210693.26,257513.98,Post-Q2 recovery driven by H2 seasonality
2026-09,Central,P007,ServerLink X1,319801.72,127920.69,6.1,92,287821.55,351781.89,Enterprise contract renewals projected in Q3
2026-09,Central,P008,CyberAudit Suite,122071.88,87891.75,13.3,84,109864.69,134279.07,Post-Q2 recovery driven by H2 seasonality
2026-09,Central,P009,WorkflowPro,46254.62,30990.6,6.7,74,41629.16,50880.08,YoY growth trajectory maintained from 2025 H2
2026-09,Central,P010,InsightDash,86903.23,54749.03,2.8,83,78212.91,95593.55,Back-to-school and IT procurement cycle
2026-09,Central,P011,APIGateway Pro,76220.16,52591.91,3.3,79,68598.14,83842.18,Expected recovery following May 2026 stockout resolution
2026-09,Central,P012,BackupCloud Ultra,35032.97,24873.41,12.2,82,31529.67,38536.27,Supplier delay resolved -- full inventory restored
2026-10,North,P001,CloudSync Pro,75521.21,49088.79,8.8,90,67969.09,83073.33,Post-Q2 recovery driven by H2 seasonality
2026-10,North,P002,DataVault Enterprise,155107.14,96166.43,4.7,81,139596.43,170617.85,Expected recovery following May 2026 stockout resolution
2026-10,North,P003,NetShield Plus,52255.86,36579.1,9.6,81,47030.27,57481.45,Marketing campaigns scheduled for Q4 2026
2026-10,North,P004,AnalyticsEdge,95842.95,57505.77,3.2,84,86258.65,105427.25,Holiday budget allocation expected to boost sales
2026-10,North,P005,ConnectBridge,64003.33,43522.26,6.9,75,57603.0,70403.66,YoY growth trajectory maintained from 2025 H2
2026-10,North,P006,StorageMax HDD,215277.45,96874.85,14.4,86,193749.71,236805.2,Optimistic estimate based on South expansion momentum
2026-10,North,P007,ServerLink X1,332330.93,132932.37,11.2,75,299097.84,365564.02,Optimistic estimate based on South expansion momentum
2026-10,North,P008,CyberAudit Suite,127937.11,92114.72,3.5,92,115143.4,140730.82,Conservative estimate pending East region recovery
2026-10,North,P009,WorkflowPro,51853.7,34741.98,8.9,85,46668.33,57039.07,Holiday budget allocation expected to boost sales
2026-10,North,P010,InsightDash,88638.99,55842.56,7.4,78,79775.09,97502.89,Supplier delay resolved -- full inventory restored
2026-10,North,P011,APIGateway Pro,68426.38,47214.2,13.1,89,61583.74,75269.02,Back-to-school and IT procurement cycle
2026-10,North,P012,BackupCloud Ultra,40177.33,28525.9,6.4,91,36159.6,44195.06,Marketing campaigns scheduled for Q4 2026
2026-10,South,P001,CloudSync Pro,72463.19,47101.07,10.5,86,65216.87,79709.51,Supplier delay resolved -- full inventory restored
2026-10,South,P002,DataVault Enterprise,132786.65,82327.72,2.6,93,119507.99,146065.32,Marketing campaigns scheduled for Q4 2026
2026-10,South,P003,NetShield Plus,47017.87,32912.51,4.7,79,42316.08,51719.66,Marketing campaigns scheduled for Q4 2026
2026-10,South,P004,AnalyticsEdge,107811.38,64686.83,12.1,74,97030.24,118592.52,Conservative estimate pending East region recovery
2026-10,South,P005,ConnectBridge,67581.38,45955.34,12.8,97,60823.24,74339.52,Expected recovery following May 2026 stockout resolution
2026-10,South,P006,StorageMax HDD,227265.53,102269.49,4.5,91,204538.98,249992.08,YoY growth trajectory maintained from 2025 H2
2026-10,South,P007,ServerLink X1,354523.0,141809.2,5.4,78,319070.7,389975.3,Enterprise contract renewals projected in Q3
2026-10,South,P008,CyberAudit Suite,142122.61,102328.28,9.7,87,127910.35,156334.87,Back-to-school and IT procurement cycle
2026-10,South,P009,WorkflowPro,60215.93,40344.67,4.1,90,54194.34,66237.52,Supplier delay resolved -- full inventory restored
2026-10,South,P010,InsightDash,96358.48,60705.84,3.0,89,86722.63,105994.33,Enterprise contract renewals projected in Q3
2026-10,South,P011,APIGateway Pro,73017.54,50382.1,11.7,84,65715.79,80319.29,Marketing campaigns scheduled for Q4 2026
2026-10,South,P012,BackupCloud Ultra,39382.45,27961.54,12.8,92,35444.21,43320.69,Enterprise contract renewals projected in Q3
2026-10,East,P001,CloudSync Pro,88306.84,57399.45,7.8,79,79476.16,97137.52,Optimistic estimate based on South expansion momentum
2026-10,East,P002,DataVault Enterprise,157480.17,97637.71,4.4,95,141732.15,173228.19,Conservative estimate pending East region recovery
2026-10,East,P003,NetShield Plus,54509.02,38156.31,10.3,73,49058.12,59959.92,Enterprise contract renewals projected in Q3
2026-10,East,P004,AnalyticsEdge,131141.81,78685.09,4.7,90,118027.63,144255.99,Expected recovery following May 2026 stockout resolution
2026-10,East,P005,ConnectBridge,71924.08,48908.37,14.4,74,64731.67,79116.49,Supplier delay resolved -- full inventory restored
2026-10,East,P006,StorageMax HDD,273442.47,123049.11,5.2,97,246098.22,300786.72,Enterprise contract renewals projected in Q3
2026-10,East,P007,ServerLink X1,376477.16,150590.86,6.0,78,338829.44,414124.88,Holiday budget allocation expected to boost sales
2026-10,East,P008,CyberAudit Suite,138395.58,99644.82,3.3,90,124556.02,152235.14,Conservative estimate pending East region recovery
2026-10,East,P009,WorkflowPro,62934.87,42166.36,9.8,97,56641.38,69228.36,Marketing campaigns scheduled for Q4 2026
2026-10,East,P010,InsightDash,107056.95,67445.88,6.4,74,96351.26,117762.65,YoY growth trajectory maintained from 2025 H2
2026-10,East,P011,APIGateway Pro,80012.32,55208.5,10.8,76,72011.09,88013.55,Supplier delay resolved -- full inventory restored
2026-10,East,P012,BackupCloud Ultra,39037.2,27716.41,13.6,82,35133.48,42940.92,Supplier delay resolved -- full inventory restored
2026-10,West,P001,CloudSync Pro,81611.62,53047.55,9.8,74,73450.46,89772.78,Back-to-school and IT procurement cycle
2026-10,West,P002,DataVault Enterprise,140890.49,87352.1,5.2,72,126801.44,154979.54,Post-Q2 recovery driven by H2 seasonality
2026-10,West,P003,NetShield Plus,44663.8,31264.66,7.2,81,40197.42,49130.18,Back-to-school and IT procurement cycle
2026-10,West,P004,AnalyticsEdge,101763.78,61058.27,4.4,96,91587.4,111940.16,Supplier delay resolved -- full inventory restored
2026-10,West,P005,ConnectBridge,64650.44,43962.3,11.2,76,58185.4,71115.48,Enterprise contract renewals projected in Q3
2026-10,West,P006,StorageMax HDD,232891.05,104800.97,8.1,78,209601.95,256180.15,Back-to-school and IT procurement cycle
2026-10,West,P007,ServerLink X1,358139.57,143255.83,7.5,95,322325.61,393953.53,Conservative estimate pending East region recovery
2026-10,West,P008,CyberAudit Suite,111789.89,80488.72,2.9,84,100610.9,122968.88,Supplier delay resolved -- full inventory restored
2026-10,West,P009,WorkflowPro,49891.56,33427.35,11.3,72,44902.4,54880.72,Marketing campaigns scheduled for Q4 2026
2026-10,West,P010,InsightDash,93686.67,59022.6,9.2,73,84318.0,103055.34,Back-to-school and IT procurement cycle
2026-10,West,P011,APIGateway Pro,71495.05,49331.58,2.9,91,64345.55,78644.56,YoY growth trajectory maintained from 2025 H2
2026-10,West,P012,BackupCloud Ultra,36739.52,26085.06,8.5,81,33065.57,40413.47,Enterprise contract renewals projected in Q3
2026-10,Central,P001,CloudSync Pro,78207.92,50835.15,3.5,73,70387.13,86028.71,Marketing campaigns scheduled for Q4 2026
2026-10,Central,P002,DataVault Enterprise,156122.28,96795.81,6.1,73,140510.05,171734.51,Enterprise contract renewals projected in Q3
2026-10,Central,P003,NetShield Plus,45813.27,32069.29,5.7,93,41231.94,50394.6,Supplier delay resolved -- full inventory restored
2026-10,Central,P004,AnalyticsEdge,107868.99,64721.39,11.6,88,97082.09,118655.89,Enterprise contract renewals projected in Q3
2026-10,Central,P005,ConnectBridge,70099.12,47667.4,7.5,83,63089.21,77109.03,Optimistic estimate based on South expansion momentum
2026-10,Central,P006,StorageMax HDD,242004.93,108902.22,12.6,85,217804.44,266205.42,Enterprise contract renewals projected in Q3
2026-10,Central,P007,ServerLink X1,320349.29,128139.72,3.0,94,288314.36,352384.22,Supplier delay resolved -- full inventory restored
2026-10,Central,P008,CyberAudit Suite,121354.21,87375.03,8.6,83,109218.79,133489.63,Supplier delay resolved -- full inventory restored
2026-10,Central,P009,WorkflowPro,49771.28,33346.76,12.0,85,44794.15,54748.41,Expected recovery following May 2026 stockout resolution
2026-10,Central,P010,InsightDash,88199.9,55565.94,7.9,82,79379.91,97019.89,Optimistic estimate based on South expansion momentum
2026-10,Central,P011,APIGateway Pro,77489.57,53467.8,9.5,75,69740.61,85238.53,Conservative estimate pending East region recovery
2026-10,Central,P012,BackupCloud Ultra,37124.6,26358.47,14.3,94,33412.14,40837.06,Optimistic estimate based on South expansion momentum
2026-11,North,P001,CloudSync Pro,85695.42,55702.02,11.5,89,77125.88,94264.96,Holiday budget allocation expected to boost sales
2026-11,North,P002,DataVault Enterprise,174271.13,108048.1,9.7,74,156844.02,191698.24,Holiday budget allocation expected to boost sales
2026-11,North,P003,NetShield Plus,58452.54,40916.78,11.0,85,52607.29,64297.79,Post-Q2 recovery driven by H2 seasonality
2026-11,North,P004,AnalyticsEdge,104855.66,62913.4,9.9,82,94370.09,115341.23,YoY growth trajectory maintained from 2025 H2
2026-11,North,P005,ConnectBridge,66959.52,45532.47,5.9,94,60263.57,73655.47,Back-to-school and IT procurement cycle
2026-11,North,P006,StorageMax HDD,227517.53,102382.89,7.5,85,204765.78,250269.28,Holiday budget allocation expected to boost sales
2026-11,North,P007,ServerLink X1,366730.05,146692.02,4.1,79,330057.04,403403.05,Optimistic estimate based on South expansion momentum
2026-11,North,P008,CyberAudit Suite,134254.7,96663.38,7.1,76,120829.23,147680.17,Expected recovery following May 2026 stockout resolution
2026-11,North,P009,WorkflowPro,55035.69,36873.91,9.1,94,49532.12,60539.26,Conservative estimate pending East region recovery
2026-11,North,P010,InsightDash,96607.06,60862.45,3.4,75,86946.35,106267.77,YoY growth trajectory maintained from 2025 H2
2026-11,North,P011,APIGateway Pro,76057.48,52479.66,9.2,82,68451.73,83663.23,Back-to-school and IT procurement cycle
2026-11,North,P012,BackupCloud Ultra,44049.5,31275.14,2.5,74,39644.55,48454.45,Enterprise contract renewals projected in Q3
2026-11,South,P001,CloudSync Pro,81202.41,52781.57,7.7,94,73082.17,89322.65,Enterprise contract renewals projected in Q3
2026-11,South,P002,DataVault Enterprise,141527.34,87746.95,4.8,90,127374.61,155680.07,Conservative estimate pending East region recovery
2026-11,South,P003,NetShield Plus,53443.31,37410.32,6.2,87,48098.98,58787.64,Holiday budget allocation expected to boost sales
2026-11,South,P004,AnalyticsEdge,113121.13,67872.68,13.2,92,101809.02,124433.24,Enterprise contract renewals projected in Q3
2026-11,South,P005,ConnectBridge,74178.85,50441.62,11.1,95,66760.97,81596.74,Conservative estimate pending East region recovery
2026-11,South,P006,StorageMax HDD,250274.01,112623.3,3.3,88,225246.61,275301.41,Conservative estimate pending East region recovery
2026-11,South,P007,ServerLink X1,389539.68,155815.87,13.4,76,350585.71,428493.65,Back-to-school and IT procurement cycle
2026-11,South,P008,CyberAudit Suite,153071.72,110211.64,10.2,92,137764.55,168378.89,Marketing campaigns scheduled for Q4 2026
2026-11,South,P009,WorkflowPro,62964.95,42186.52,10.4,81,56668.46,69261.45,Expected recovery following May 2026 stockout resolution
2026-11,South,P010,InsightDash,105912.9,66725.13,3.1,94,95321.61,116504.19,Expected recovery following May 2026 stockout resolution
2026-11,South,P011,APIGateway Pro,82997.32,57268.15,4.9,95,74697.59,91297.05,Holiday budget allocation expected to boost sales
2026-11,South,P012,BackupCloud Ultra,43547.82,30918.95,6.9,81,39193.04,47902.6,Marketing campaigns scheduled for Q4 2026
2026-11,East,P001,CloudSync Pro,99357.68,64582.49,9.4,89,89421.91,109293.45,Holiday budget allocation expected to boost sales
2026-11,East,P002,DataVault Enterprise,166611.59,103299.19,11.5,82,149950.43,183272.75,Conservative estimate pending East region recovery
2026-11,East,P003,NetShield Plus,58020.98,40614.69,7.8,80,52218.88,63823.08,Optimistic estimate based on South expansion momentum
2026-11,East,P004,AnalyticsEdge,147972.63,88783.58,7.1,93,133175.37,162769.89,Conservative estimate pending East region recovery
2026-11,East,P005,ConnectBridge,78536.24,53404.64,2.5,91,70682.62,86389.86,Marketing campaigns scheduled for Q4 2026
2026-11,East,P006,StorageMax HDD,290525.07,130736.28,7.2,75,261472.56,319577.58,Post-Q2 recovery driven by H2 seasonality
2026-11,East,P007,ServerLink X1,419303.65,167721.46,3.2,76,377373.29,461234.02,Supplier delay resolved -- full inventory restored
2026-11,East,P008,CyberAudit Suite,147480.22,106185.76,7.3,72,132732.2,162228.24,Expected recovery following May 2026 stockout resolution
2026-11,East,P009,WorkflowPro,69897.29,46831.18,6.8,82,62907.56,76887.02,Marketing campaigns scheduled for Q4 2026
2026-11,East,P010,InsightDash,119472.26,75267.52,7.4,80,107525.03,131419.49,YoY growth trajectory maintained from 2025 H2
2026-11,East,P011,APIGateway Pro,85655.54,59102.32,13.6,84,77089.99,94221.09,YoY growth trajectory maintained from 2025 H2
2026-11,East,P012,BackupCloud Ultra,43362.07,30787.07,11.6,87,39025.86,47698.28,YoY growth trajectory maintained from 2025 H2
2026-11,West,P001,CloudSync Pro,86671.88,56336.72,14.1,80,78004.69,95339.07,Marketing campaigns scheduled for Q4 2026
2026-11,West,P002,DataVault Enterprise,152829.47,94754.27,2.6,73,137546.52,168112.42,Supplier delay resolved -- full inventory restored
2026-11,West,P003,NetShield Plus,48241.94,33769.36,6.6,97,43417.75,53066.13,Supplier delay resolved -- full inventory restored
2026-11,West,P004,AnalyticsEdge,115224.56,69134.74,12.8,81,103702.1,126747.02,Post-Q2 recovery driven by H2 seasonality
2026-11,West,P005,ConnectBridge,68020.66,46254.05,7.5,83,61218.59,74822.73,Holiday budget allocation expected to boost sales
2026-11,West,P006,StorageMax HDD,251894.1,113352.34,4.3,80,226704.69,277083.51,Holiday budget allocation expected to boost sales
2026-11,West,P007,ServerLink X1,375763.33,150305.33,11.7,90,338187.0,413339.66,Optimistic estimate based on South expansion momentum
2026-11,West,P008,CyberAudit Suite,120493.1,86755.03,6.1,76,108443.79,132542.41,Back-to-school and IT procurement cycle
2026-11,West,P009,WorkflowPro,52193.02,34969.32,7.4,89,46973.72,57412.32,Supplier delay resolved -- full inventory restored
2026-11,West,P010,InsightDash,102447.07,64541.65,11.8,82,92202.36,112691.78,Marketing campaigns scheduled for Q4 2026
2026-11,West,P011,APIGateway Pro,80422.8,55491.73,11.3,86,72380.52,88465.08,Post-Q2 recovery driven by H2 seasonality
2026-11,West,P012,BackupCloud Ultra,42079.74,29876.62,7.4,73,37871.77,46287.71,Optimistic estimate based on South expansion momentum
2026-11,Central,P001,CloudSync Pro,83761.06,54444.69,13.7,76,75384.95,92137.17,Back-to-school and IT procurement cycle
2026-11,Central,P002,DataVault Enterprise,167777.71,104022.18,7.4,77,150999.94,184555.48,Post-Q2 recovery driven by H2 seasonality
2026-11,Central,P003,NetShield Plus,49760.46,34832.32,6.5,73,44784.41,54736.51,Conservative estimate pending East region recovery
2026-11,Central,P004,AnalyticsEdge,118835.84,71301.5,8.9,72,106952.26,130719.42,Optimistic estimate based on South expansion momentum
2026-11,Central,P005,ConnectBridge,78199.75,53175.83,5.8,74,70379.78,86019.73,Back-to-school and IT procurement cycle
2026-11,Central,P006,StorageMax HDD,254251.13,114413.01,9.4,90,228826.02,279676.24,Supplier delay resolved -- full inventory restored
2026-11,Central,P007,ServerLink X1,363513.28,145405.31,12.4,87,327161.95,399864.61,Optimistic estimate based on South expansion momentum
2026-11,Central,P008,CyberAudit Suite,134972.84,97180.44,12.6,90,121475.56,148470.12,Marketing campaigns scheduled for Q4 2026
2026-11,Central,P009,WorkflowPro,51993.66,34835.75,5.8,76,46794.29,57193.03,Conservative estimate pending East region recovery
2026-11,Central,P010,InsightDash,96284.55,60659.27,5.0,84,86656.1,105913.01,Optimistic estimate based on South expansion momentum
2026-11,Central,P011,APIGateway Pro,83569.39,57662.88,2.7,82,75212.45,91926.33,Post-Q2 recovery driven by H2 seasonality
2026-11,Central,P012,BackupCloud Ultra,39467.39,28021.85,6.7,96,35520.65,43414.13,Supplier delay resolved -- full inventory restored
2026-12,North,P001,CloudSync Pro,91169.2,59259.98,8.4,88,82052.28,100286.12,Post-Q2 recovery driven by H2 seasonality
2026-12,North,P002,DataVault Enterprise,181688.75,112647.02,8.5,92,163519.88,199857.63,Back-to-school and IT procurement cycle
2026-12,North,P003,NetShield Plus,61825.12,43277.58,10.6,82,55642.61,68007.63,Optimistic estimate based on South expansion momentum
2026-12,North,P004,AnalyticsEdge,112660.98,67596.59,11.6,73,101394.88,123927.08,Enterprise contract renewals projected in Q3
2026-12,North,P005,ConnectBridge,73753.27,50152.22,7.7,77,66377.94,81128.6,Optimistic estimate based on South expansion momentum
2026-12,North,P006,StorageMax HDD,242611.07,109174.98,4.3,97,218349.96,266872.18,Post-Q2 recovery driven by H2 seasonality
2026-12,North,P007,ServerLink X1,402355.9,160942.36,14.1,83,362120.31,442591.49,Conservative estimate pending East region recovery
2026-12,North,P008,CyberAudit Suite,145190.86,104537.42,11.7,82,130671.77,159709.95,Conservative estimate pending East region recovery
2026-12,North,P009,WorkflowPro,58741.32,39356.68,12.6,72,52867.19,64615.45,Marketing campaigns scheduled for Q4 2026
2026-12,North,P010,InsightDash,98633.49,62139.1,6.2,73,88770.14,108496.84,Back-to-school and IT procurement cycle
2026-12,North,P011,APIGateway Pro,78075.12,53871.83,11.4,93,70267.61,85882.63,Marketing campaigns scheduled for Q4 2026
2026-12,North,P012,BackupCloud Ultra,47286.98,33573.76,8.9,86,42558.28,52015.68,YoY growth trajectory maintained from 2025 H2
2026-12,South,P001,CloudSync Pro,85634.66,55662.53,14.0,75,77071.19,94198.13,Holiday budget allocation expected to boost sales
2026-12,South,P002,DataVault Enterprise,149272.21,92548.77,13.3,95,134344.99,164199.43,Holiday budget allocation expected to boost sales
2026-12,South,P003,NetShield Plus,57587.66,40311.36,10.7,95,51828.89,63346.43,Enterprise contract renewals projected in Q3
2026-12,South,P004,AnalyticsEdge,120043.23,72025.94,8.5,96,108038.91,132047.55,Enterprise contract renewals projected in Q3
2026-12,South,P005,ConnectBridge,80950.29,55046.2,6.3,92,72855.26,89045.32,Conservative estimate pending East region recovery
2026-12,South,P006,StorageMax HDD,267914.76,120561.64,10.9,97,241123.28,294706.24,Holiday budget allocation expected to boost sales
2026-12,South,P007,ServerLink X1,402257.39,160902.96,7.5,79,362031.65,442483.13,Back-to-school and IT procurement cycle
2026-12,South,P008,CyberAudit Suite,159401.04,114768.75,13.2,72,143460.94,175341.14,YoY growth trajectory maintained from 2025 H2
2026-12,South,P009,WorkflowPro,69433.05,46520.14,7.0,91,62489.75,76376.36,Holiday budget allocation expected to boost sales
2026-12,South,P010,InsightDash,110690.04,69734.73,7.5,87,99621.04,121759.04,Holiday budget allocation expected to boost sales
2026-12,South,P011,APIGateway Pro,87616.66,60455.5,5.0,86,78854.99,96378.33,Back-to-school and IT procurement cycle
2026-12,South,P012,BackupCloud Ultra,46473.55,32996.22,7.1,77,41826.2,51120.91,Optimistic estimate based on South expansion momentum
2026-12,East,P001,CloudSync Pro,101929.15,66253.95,14.1,93,91736.24,112122.07,Expected recovery following May 2026 stockout resolution
2026-12,East,P002,DataVault Enterprise,176283.37,109295.69,14.3,88,158655.03,193911.71,Expected recovery following May 2026 stockout resolution
2026-12,East,P003,NetShield Plus,61612.38,43128.67,8.5,81,55451.14,67773.62,Enterprise contract renewals projected in Q3
2026-12,East,P004,AnalyticsEdge,157780.54,94668.32,12.4,82,142002.49,173558.59,Optimistic estimate based on South expansion momentum
2026-12,East,P005,ConnectBridge,83555.0,56817.4,10.0,90,75199.5,91910.5,Post-Q2 recovery driven by H2 seasonality
2026-12,East,P006,StorageMax HDD,322456.63,145105.48,13.6,79,290210.97,354702.29,Enterprise contract renewals projected in Q3
2026-12,East,P007,ServerLink X1,434272.26,173708.9,4.2,92,390845.03,477699.49,Marketing campaigns scheduled for Q4 2026
2026-12,East,P008,CyberAudit Suite,156569.12,112729.77,10.0,90,140912.21,172226.03,Post-Q2 recovery driven by H2 seasonality
2026-12,East,P009,WorkflowPro,76552.73,51290.33,13.1,79,68897.46,84208.0,Marketing campaigns scheduled for Q4 2026
2026-12,East,P010,InsightDash,126521.48,79708.53,9.4,73,113869.33,139173.63,Supplier delay resolved -- full inventory restored
2026-12,East,P011,APIGateway Pro,89740.99,61921.28,5.8,97,80766.89,98715.09,Conservative estimate pending East region recovery
2026-12,East,P012,BackupCloud Ultra,46769.6,33206.42,7.9,93,42092.64,51446.56,Conservative estimate pending East region recovery
2026-12,West,P001,CloudSync Pro,92833.31,60341.65,8.1,86,83549.98,102116.64,Optimistic estimate based on South expansion momentum
2026-12,West,P002,DataVault Enterprise,160842.25,99722.19,5.6,92,144758.02,176926.48,Marketing campaigns scheduled for Q4 2026
2026-12,West,P003,NetShield Plus,50788.21,35551.75,6.3,78,45709.39,55867.03,Optimistic estimate based on South expansion momentum
2026-12,West,P004,AnalyticsEdge,120021.2,72012.72,14.4,89,108019.08,132023.32,Conservative estimate pending East region recovery
2026-12,West,P005,ConnectBridge,73219.65,49789.36,3.0,86,65897.68,80541.62,Back-to-school and IT procurement cycle
2026-12,West,P006,StorageMax HDD,269064.52,121079.03,3.3,90,242158.07,295970.97,Expected recovery following May 2026 stockout resolution
2026-12,West,P007,ServerLink X1,399517.84,159807.14,9.7,89,359566.06,439469.62,Optimistic estimate based on South expansion momentum
2026-12,West,P008,CyberAudit Suite,126338.35,90963.61,8.6,91,113704.52,138972.19,Supplier delay resolved -- full inventory restored
2026-12,West,P009,WorkflowPro,55174.56,36966.96,12.4,78,49657.1,60692.02,Conservative estimate pending East region recovery
2026-12,West,P010,InsightDash,110178.0,69412.14,8.6,85,99160.2,121195.8,Back-to-school and IT procurement cycle
2026-12,West,P011,APIGateway Pro,83482.46,57602.9,12.8,72,75134.21,91830.71,Marketing campaigns scheduled for Q4 2026
2026-12,West,P012,BackupCloud Ultra,43119.01,30614.5,4.3,90,38807.11,47430.91,Supplier delay resolved -- full inventory restored
2026-12,Central,P001,CloudSync Pro,90793.71,59015.91,4.7,92,81714.34,99873.08,Optimistic estimate based on South expansion momentum
2026-12,Central,P002,DataVault Enterprise,172564.34,106989.89,12.7,95,155307.91,189820.77,Expected recovery following May 2026 stockout resolution
2026-12,Central,P003,NetShield Plus,51935.12,36354.58,12.2,75,46741.61,57128.63,Enterprise contract renewals projected in Q3
2026-12,Central,P004,AnalyticsEdge,128263.37,76958.02,10.3,89,115437.03,141089.71,Conservative estimate pending East region recovery
2026-12,Central,P005,ConnectBridge,82187.08,55887.21,12.7,97,73968.37,90405.79,Expected recovery following May 2026 stockout resolution
2026-12,Central,P006,StorageMax HDD,273293.41,122982.03,4.1,97,245964.07,300622.75,Post-Q2 recovery driven by H2 seasonality
2026-12,Central,P007,ServerLink X1,385327.08,154130.83,8.4,84,346794.37,423859.79,Supplier delay resolved -- full inventory restored
2026-12,Central,P008,CyberAudit Suite,144958.72,104370.28,12.7,91,130462.85,159454.59,Post-Q2 recovery driven by H2 seasonality
2026-12,Central,P009,WorkflowPro,57572.0,38573.24,3.1,90,51814.8,63329.2,Enterprise contract renewals projected in Q3
2026-12,Central,P010,InsightDash,101690.51,64065.02,11.9,90,91521.46,111859.56,Conservative estimate pending East region recovery
2026-12,Central,P011,APIGateway Pro,87846.54,60614.11,9.1,79,79061.89,96631.19,Back-to-school and IT procurement cycle
2026-12,Central,P012,BackupCloud Ultra,41333.19,29346.56,11.0,93,37199.87,45466.51,Supplier delay resolved -- full inventory restored
2027-01,North,P001,CloudSync Pro,63840.02,41496.01,9.8,86,57456.02,70224.02,Post-Q2 recovery driven by H2 seasonality
2027-01,North,P002,DataVault Enterprise,125384.08,77738.13,6.3,85,112845.67,137922.49,Marketing campaigns scheduled for Q4 2026
2027-01,North,P003,NetShield Plus,42887.52,30021.26,8.6,85,38598.77,47176.27,Conservative estimate pending East region recovery
2027-01,North,P004,AnalyticsEdge,79101.24,47460.74,12.9,78,71191.12,87011.36,YoY growth trajectory maintained from 2025 H2
2027-01,North,P005,ConnectBridge,50985.52,34670.15,7.9,97,45886.97,56084.07,Marketing campaigns scheduled for Q4 2026
2027-01,North,P006,StorageMax HDD,172788.19,77754.69,11.4,96,155509.37,190067.01,Enterprise contract renewals projected in Q3
2027-01,North,P007,ServerLink X1,283900.15,113560.06,10.4,78,255510.14,312290.17,Expected recovery following May 2026 stockout resolution
2027-01,North,P008,CyberAudit Suite,100522.33,72376.08,6.6,73,90470.1,110574.56,YoY growth trajectory maintained from 2025 H2
2027-01,North,P009,WorkflowPro,41755.21,27975.99,13.4,83,37579.69,45930.73,Enterprise contract renewals projected in Q3
2027-01,North,P010,InsightDash,71358.8,44956.04,8.8,91,64222.92,78494.68,Optimistic estimate based on South expansion momentum
2027-01,North,P011,APIGateway Pro,56922.21,39276.32,11.4,88,51229.99,62614.43,Holiday budget allocation expected to boost sales
2027-01,North,P012,BackupCloud Ultra,33769.73,23976.51,5.9,73,30392.76,37146.7,Holiday budget allocation expected to boost sales
2027-01,South,P001,CloudSync Pro,59417.09,38621.11,8.6,78,53475.38,65358.8,Expected recovery following May 2026 stockout resolution
2027-01,South,P002,DataVault Enterprise,110947.27,68787.31,6.2,81,99852.54,122042.0,Marketing campaigns scheduled for Q4 2026
2027-01,South,P003,NetShield Plus,40441.41,28308.99,10.3,94,36397.27,44485.55,Expected recovery following May 2026 stockout resolution
2027-01,South,P004,AnalyticsEdge,87355.7,52413.42,13.7,92,78620.13,96091.27,YoY growth trajectory maintained from 2025 H2
2027-01,South,P005,ConnectBridge,57028.32,38779.26,4.9,89,51325.49,62731.15,Marketing campaigns scheduled for Q4 2026
2027-01,South,P006,StorageMax HDD,180200.38,81090.17,10.0,84,162180.34,198220.42,Conservative estimate pending East region recovery
2027-01,South,P007,ServerLink X1,291816.07,116726.43,11.4,90,262634.46,320997.68,Marketing campaigns scheduled for Q4 2026
2027-01,South,P008,CyberAudit Suite,117096.08,84309.18,7.9,86,105386.47,128805.69,Conservative estimate pending East region recovery
