campaign_id,campaign_name,channel,region,budget,spend,clicks,conversions,revenue_attributed,roi,campaign_start,campaign_end,campaign_month
CMP186,Regional 2026 -- Content Marketing (East),Content Marketing,East,67036.79,52825.39,5131,780,1502569.54,2744.4,2026-02-06,2026-02-24,2026-02
CMP187,Retargeting 2025 -- Google Ads (South),Google Ads,South,52259.0,47588.22,5235,182,443203.95,831.3,2025-01-14,2025-01-24,2025-01
CMP188,Q4 2026 -- LinkedIn (North),LinkedIn,North,77170.75,68939.16,25045,3945,2499431.75,3525.6,2026-04-14,2026-04-21,2026-04
CMP189,Product Launch 2025 -- Email (West),Email,West,62715.87,53349.16,39337,6216,15070337.4,28148.5,2025-01-01,2025-01-13,2025-01
CMP190,Q3 2026 -- Webinar (West),Webinar,West,98747.42,80178.43,30426,897,1174090.33,1364.3,2026-02-14,2026-02-28,2026-02
CMP191,Regional 2024 -- Events (East),Events,East,91741.79,75098.64,3382,370,227574.68,203.0,2024-01-10,2024-01-24,2024-01
CMP192,Conversion 2025 -- Meta Ads (South),Meta Ads,South,76500.44,63832.83,35230,5091,4270883.59,6590.7,2025-04-14,2025-04-21,2025-04
CMP193,Retargeting 2026 -- Webinar (Central),Webinar,Central,21254.45,18428.25,39507,5418,11517121.56,62397.1,2026-05-04,2026-05-20,2026-05
CMP194,Seasonal 2024 -- Meta Ads (West),Meta Ads,West,91766.75,88060.92,9465,1228,1772572.11,1912.9,2024-09-14,2024-09-28,2024-09
CMP195,Q2 2025 -- Webinar (East),Webinar,East,25099.43,23651.8,37955,6557,13029080.63,54987.1,2025-06-06,2025-06-26,2025-06
CMP196,Q4 2026 -- LinkedIn (South),LinkedIn,South,45694.73,40470.23,13712,1476,1917680.9,4638.5,2026-02-13,2026-02-28,2026-02
CMP197,Brand 2026 -- Events (West),Events,West,6614.43,5387.61,15626,1340,1583334.56,29288.4,2026-02-03,2026-02-13,2026-02
CMP198,Holiday 2025 -- LinkedIn (Central),LinkedIn,Central,54139.76,50594.34,17616,629,435637.51,761.0,2025-07-15,2025-07-28,2025-07
CMP199,SMB 2024 -- Meta Ads (North),Meta Ads,North,36627.05,35622.2,37888,3438,3744477.94,10411.6,2024-07-04,2024-07-12,2024-07
CMP200,Brand 2025 -- LinkedIn (North),LinkedIn,North,14826.67,13897.4,17852,1079,363361.06,2514.6,2025-09-05,2025-09-12,2025-09
CMP201,Awareness 2026 -- Meta Ads (West),Meta Ads,West,25346.71,21413.18,4685,148,209669.4,879.2,2026-01-12,2026-01-23,2026-01
CMP202,Regional 2025 -- Google Ads (North),Google Ads,North,23833.11,20109.5,6054,621,335965.3,1570.7,2025-07-15,2025-07-22,2025-07
CMP203,Retargeting 2025 -- Content Marketing (North),Content Marketing,North,30613.27,30393.98,17121,823,893659.38,2840.3,2025-06-06,2025-06-24,2025-06
CMP204,Conversion 2026 -- Email (South),Email,South,97240.9,97038.34,32956,3042,7523781.0,7653.4,2026-03-15,2026-03-28,2026-03
CMP205,Retargeting 2025 -- Meta Ads (North),Meta Ads,North,34902.29,34831.44,37332,2862,3188662.54,9054.6,2025-11-05,2025-11-22,2025-11
CMP206,Q2 2024 -- Google Ads (West),Google Ads,West,13808.0,13653.63,42374,7487,3800709.82,27736.6,2024-04-01,2024-04-21,2024-04
CMP207,SMB 2026 -- Meta Ads (South),Meta Ads,South,91174.22,84039.59,6687,830,1542081.27,1734.9,2026-04-13,2026-04-28,2026-04
CMP208,Q4 2024 -- Webinar (West),Webinar,West,55832.53,51060.53,3827,653,596439.52,1068.1,2024-07-13,2024-07-28,2024-07
CMP209,Conversion 2026 -- Google Ads (West),Google Ads,West,73032.92,65247.37,26833,3468,7911122.27,12024.8,2026-02-05,2026-02-12,2026-02
CMP210,Conversion 2024 -- Events (North),Events,North,70851.47,57737.25,1462,85,175795.24,204.5,2024-02-04,2024-02-17,2024-02
CMP211,SMB 2025 -- Events (East),Events,East,82230.44,62370.27,27723,1320,1708717.99,2639.6,2025-04-14,2025-04-28,2025-04
CMP212,Awareness 2026 -- LinkedIn (Central),LinkedIn,Central,16790.79,15998.69,39122,6758,5064750.31,31557.3,2026-05-06,2026-05-27,2026-05
CMP213,Holiday 2025 -- Webinar (Central),Webinar,Central,18127.88,13979.06,31393,4859,8700937.9,62142.7,2025-07-10,2025-07-22,2025-07
CMP214,Q3 2025 -- Content Marketing (East),Content Marketing,East,52546.53,52116.03,7556,652,1523080.65,2822.5,2025-03-08,2025-03-20,2025-03
CMP215,SMB 2025 -- Webinar (North),Webinar,North,60096.04,56838.17,21101,2397,1678983.45,2854.0,2025-04-05,2025-04-16,2025-04
CMP216,Q4 2025 -- Content Marketing (North),Content Marketing,North,83214.65,71201.84,33910,3966,7290757.13,10139.6,2025-12-04,2025-12-19,2025-12
CMP217,Brand 2024 -- Google Ads (North),Google Ads,North,96765.8,75076.71,44966,6022,4920540.88,6454.0,2024-08-01,2024-08-15,2024-08
CMP218,Q4 2025 -- Email (East),Email,East,8890.64,7269.4,37311,2547,2068999.16,28361.8,2025-02-12,2025-02-28,2025-02
CMP219,Seasonal 2026 -- Meta Ads (East),Meta Ads,East,78517.5,74339.89,35708,1868,1216401.42,1536.3,2026-02-06,2026-02-24,2026-02
CMP220,Regional 2026 -- Webinar (South),Webinar,South,43511.42,37984.85,36559,1460,933055.18,2356.4,2026-04-12,2026-04-24,2026-04
CMP221,SMB 2025 -- Email (South),Email,South,95305.63,82733.7,5625,419,614615.99,642.9,2025-07-05,2025-07-22,2025-07
CMP222,Brand 2026 -- Content Marketing (North),Content Marketing,North,80087.63,65623.71,332,32,48179.7,-26.6,2026-04-01,2026-04-18,2026-04
CMP223,Enterprise 2024 -- Email (North),Email,North,29490.54,24932.96,42774,1414,554594.99,2124.3,2024-02-05,2024-02-26,2024-02
CMP224,Product Launch 2026 -- Content Marketing (Central),Content Marketing,Central,48460.27,46040.22,11502,1576,1354789.63,2842.6,2026-02-01,2026-02-20,2026-02
CMP225,Regional 2026 -- Meta Ads (West),Meta Ads,West,66895.8,55799.16,12306,720,1799981.15,3125.8,2026-05-15,2026-05-28,2026-05
CMP226,Q1 2026 -- LinkedIn (West),LinkedIn,West,49531.84,44089.65,8129,985,936239.38,2023.5,2026-04-08,2026-04-15,2026-04
CMP227,Retargeting 2024 -- LinkedIn (South),LinkedIn,South,74072.01,65830.15,2218,239,127637.38,93.9,2024-03-02,2024-03-21,2024-03
CMP228,Product Launch 2025 -- Email (South),Email,South,43864.46,37349.12,1479,64,74328.81,99.0,2025-10-10,2025-10-17,2025-10
CMP229,SMB 2024 -- Events (South),Events,South,11001.84,9096.98,44019,4610,11255152.83,123624.1,2024-10-11,2024-10-23,2024-10
CMP230,SMB 2024 -- Content Marketing (North),Content Marketing,North,5914.5,5555.21,39110,6055,1209554.06,21673.3,2024-04-11,2024-04-28,2024-04
CMP231,Q1 2024 -- Content Marketing (North),Content Marketing,North,55134.33,48409.54,27522,4597,8306156.27,17058.1,2024-08-09,2024-08-28,2024-08
CMP232,SMB 2026 -- Content Marketing (West),Content Marketing,West,81052.1,76887.55,2501,278,622680.97,709.9,2026-02-03,2026-02-10,2026-02
CMP233,Q3 2025 -- Meta Ads (Central),Meta Ads,Central,68876.72,63565.71,32424,4396,6246446.18,9726.8,2025-09-05,2025-09-21,2025-09
CMP234,Q1 2024 -- Webinar (West),Webinar,West,85980.1,81647.63,44318,7009,14427144.27,17570.0,2024-10-07,2024-10-19,2024-10
CMP235,Enterprise 2025 -- LinkedIn (West),LinkedIn,West,39242.81,32141.59,39395,4001,5321494.17,16456.4,2025-03-07,2025-03-21,2025-03
CMP236,Seasonal 2025 -- Events (West),Events,West,5331.78,5224.39,2844,145,135507.45,2493.7,2025-08-08,2025-08-24,2025-08
CMP237,Q3 2024 -- Content Marketing (South),Content Marketing,South,42734.18,42645.46,14995,439,194813.82,356.8,2024-01-03,2024-01-16,2024-01
CMP238,Seasonal 2025 -- Webinar (West),Webinar,West,95482.44,76927.35,862,101,185032.61,140.5,2025-06-03,2025-06-24,2025-06
CMP239,Q4 2025 -- Email (North),Email,North,36826.08,31603.04,22667,985,491456.88,1455.1,2025-01-12,2025-01-25,2025-01
CMP240,Q3 2026 -- Email (West),Email,West,37546.81,33397.7,31800,4503,6757545.48,20133.6,2026-04-06,2026-04-14,2026-04
CMP241,Q4 2026 -- Google Ads (North),Google Ads,North,42946.84,42132.46,26951,3128,2004532.37,4657.7,2026-03-14,2026-03-28,2026-03
CMP242,Q3 2025 -- Email (South),Email,South,19197.61,18927.29,26430,1202,2853789.64,14977.6,2025-04-04,2025-04-15,2025-04
CMP243,Regional 2025 -- Meta Ads (Central),Meta Ads,Central,86211.84,69381.48,44382,2142,2017750.49,2808.2,2025-03-15,2025-03-28,2025-03
CMP244,Q4 2024 -- Meta Ads (Central),Meta Ads,Central,73158.77,69949.88,3686,77,136935.02,95.8,2024-01-04,2024-01-23,2024-01
CMP245,Q1 2026 -- Meta Ads (East),Meta Ads,East,24419.33,21035.85,17704,913,637338.53,2929.8,2026-02-05,2026-02-26,2026-02
CMP246,Conversion 2024 -- Webinar (South),Webinar,South,53890.65,47603.97,24260,2032,3962811.27,8224.5,2024-11-11,2024-11-26,2024-11
CMP247,Brand 2025 -- Meta Ads (North),Meta Ads,North,64464.0,48551.73,30657,1687,653569.07,1246.1,2025-11-08,2025-11-28,2025-11
CMP248,Retargeting 2026 -- Content Marketing (Central),Content Marketing,Central,69365.5,60304.95,27788,3096,3270179.78,5322.7,2026-03-13,2026-03-28,2026-03
CMP249,Regional 2026 -- Webinar (North),Webinar,North,72071.95,59588.42,9642,340,442084.62,641.9,2026-04-05,2026-04-17,2026-04
CMP250,Q3 2024 -- Content Marketing (Central),Content Marketing,Central,46332.24,35098.03,13717,1839,2995200.66,8433.8,2024-08-10,2024-08-27,2024-08
CMP251,Brand 2026 -- Meta Ads (West),Meta Ads,West,39452.66,31603.34,8902,927,1350470.08,4173.2,2026-05-07,2026-05-22,2026-05
CMP252,Product Launch 2024 -- Google Ads (Central),Google Ads,Central,49531.17,48494.61,44248,4551,3010842.37,6108.6,2024-10-08,2024-10-24,2024-10
CMP253,Q3 2026 -- Google Ads (South),Google Ads,South,13987.29,12273.18,38319,5820,6625626.96,53884.6,2026-03-01,2026-03-11,2026-03
CMP254,Awareness 2025 -- Content Marketing (East),Content Marketing,East,7836.08,6526.71,26160,2347,5188829.07,79401.4,2025-02-11,2025-02-28,2025-02
CMP255,SMB 2026 -- Email (Central),Email,Central,26199.63,21599.4,27564,2628,5772287.43,26624.3,2026-01-07,2026-01-24,2026-01
CMP256,Q3 2026 -- Events (Central),Events,Central,58153.82,48825.58,40546,1388,2591640.18,5208.0,2026-05-07,2026-05-17,2026-05
CMP257,Regional 2025 -- Events (South),Events,South,49621.76,39311.55,6960,501,741505.99,1786.2,2025-03-05,2025-03-14,2025-03
CMP258,Product Launch 2026 -- Meta Ads (West),Meta Ads,West,69283.12,59144.09,39296,4581,7308773.84,12257.6,2026-04-05,2026-04-15,2026-04
CMP259,Seasonal 2024 -- LinkedIn (Central),LinkedIn,Central,35436.58,33169.52,27381,2134,4225178.67,12638.1,2024-04-09,2024-04-25,2024-04
CMP260,SMB 2024 -- Meta Ads (East),Meta Ads,East,25634.04,19568.87,6166,138,68200.66,248.5,2024-08-01,2024-08-16,2024-08
CMP261,Retargeting 2025 -- Meta Ads (West),Meta Ads,West,75575.98,59851.35,25793,3226,3980335.86,6550.4,2025-11-07,2025-11-17,2025-11
CMP262,Brand 2026 -- Meta Ads (South),Meta Ads,South,47941.67,42719.39,39416,6966,8019946.26,18673.6,2026-02-05,2026-02-26,2026-02
CMP263,Product Launch 2024 -- Google Ads (West),Google Ads,West,5985.77,5310.45,28432,2371,5761383.03,108391.4,2024-10-02,2024-10-09,2024-10
CMP264,Q3 2025 -- Webinar (North),Webinar,North,44268.28,36567.89,29512,4242,6195051.35,16841.2,2025-04-14,2025-04-28,2025-04
CMP265,Brand 2026 -- Webinar (Central),Webinar,Central,38953.37,32750.7,18510,640,1587546.39,4747.4,2026-02-11,2026-02-25,2026-02
CMP266,SMB 2026 -- Content Marketing (North),Content Marketing,North,14189.11,12113.36,43252,5445,8986844.25,74089.5,2026-01-10,2026-01-20,2026-01
CMP267,SMB 2024 -- Google Ads (Central),Google Ads,Central,82387.92,76533.69,27624,2476,3715049.1,4754.1,2024-05-06,2024-05-25,2024-05
CMP268,Brand 2025 -- LinkedIn (East),LinkedIn,East,46845.6,41564.96,3932,546,1090903.06,2524.6,2025-04-12,2025-04-22,2025-04
CMP269,Seasonal 2026 -- Meta Ads (East),Meta Ads,East,41954.15,19294.96,5959,646,461197.42,2290.2,2026-05-01,2026-05-18,2026-05
CMP270,Brand 2025 -- Webinar (East),Webinar,East,92624.49,81966.79,15692,2765,2191487.73,2573.6,2025-08-02,2025-08-18,2025-08
CMP271,Brand 2024 -- LinkedIn (East),LinkedIn,East,35296.58,28363.64,2859,237,451539.55,1492.0,2024-10-14,2024-10-27,2024-10
CMP272,Product Launch 2024 -- Meta Ads (North),Meta Ads,North,66267.82,63429.87,25754,1670,3398793.09,5258.3,2024-01-09,2024-01-28,2024-01
CMP273,Q4 2024 -- LinkedIn (South),LinkedIn,South,39041.07,34438.03,39185,2852,7108190.62,20540.5,2024-05-13,2024-05-28,2024-05
CMP274,Q1 2024 -- Content Marketing (South),Content Marketing,South,83141.73,72840.55,4361,90,128958.2,77.0,2024-11-06,2024-11-19,2024-11
CMP275,Enterprise 2025 -- LinkedIn (South),LinkedIn,South,45580.82,44494.97,38696,5741,3720473.77,8261.6,2025-07-10,2025-07-21,2025-07
CMP276,Awareness 2025 -- LinkedIn (West),LinkedIn,West,91830.58,71685.84,5568,490,287981.49,301.7,2025-05-08,2025-05-21,2025-05
CMP277,Awareness 2025 -- Content Marketing (North),Content Marketing,North,59582.53,54824.56,20713,3658,5287402.96,9544.2,2025-01-13,2025-01-23,2025-01
CMP278,Retargeting 2026 -- Webinar (West),Webinar,West,9219.37,8730.35,20037,793,1090108.88,12386.4,2026-01-11,2026-01-27,2026-01
CMP279,Brand 2024 -- Meta Ads (South),Meta Ads,South,44518.47,41347.89,26486,535,1104811.27,2572.0,2024-06-03,2024-06-23,2024-06
CMP280,Regional 2025 -- LinkedIn (Central),LinkedIn,Central,7461.65,6689.59,31783,1617,2213425.5,32987.6,2025-12-01,2025-12-20,2025-12
CMP281,Conversion 2024 -- Google Ads (North),Google Ads,North,38612.98,33455.23,35719,1243,1281208.31,3729.6,2024-03-14,2024-03-25,2024-03
CMP282,Product Launch 2026 -- Email (North),Email,North,58979.41,52762.96,12631,2098,3398466.15,6341.0,2026-01-10,2026-01-21,2026-01
CMP283,Q2 2025 -- Google Ads (East),Google Ads,East,68825.08,64346.2,39070,2172,5066080.3,7773.2,2025-06-02,2025-06-18,2025-06
CMP284,Conversion 2025 -- Events (West),Events,West,67725.11,52094.2,710,75,124404.33,138.8,2025-02-09,2025-02-22,2025-02
CMP285,Conversion 2026 -- Meta Ads (Central),Meta Ads,Central,84379.86,83499.22,36801,6077,14538737.09,17311.8,2026-02-12,2026-02-21,2026-02
CMP286,Enterprise 2025 -- Google Ads (East),Google Ads,East,12954.29,12833.94,14618,777,373090.82,2807.1,2025-12-02,2025-12-18,2025-12
CMP287,Q1 2026 -- LinkedIn (South),LinkedIn,South,58441.07,57593.86,17579,467,127295.32,121.0,2026-03-03,2026-03-12,2026-03
CMP288,SMB 2026 -- Email (South),Email,South,52122.54,45895.85,23056,1882,3450492.38,7418.1,2026-01-15,2026-01-28,2026-01
CMP289,Q2 2024 -- Events (East),Events,East,70598.07,68767.75,12082,1991,3990230.95,5702.5,2024-07-07,2024-07-15,2024-07
CMP290,Q1 2024 -- Webinar (South),Webinar,South,99494.35,89343.66,24487,4185,4850066.15,5328.6,2024-11-04,2024-11-25,2024-11
CMP291,Brand 2024 -- Webinar (West),Webinar,West,46004.06,44065.71,4359,465,1052369.81,2288.2,2024-03-02,2024-03-10,2024-03
CMP292,Product Launch 2026 -- Content Marketing (South),Content Marketing,South,85156.84,83584.95,13023,383,349557.74,318.2,2026-02-14,2026-02-28,2026-02
CMP293,Product Launch 2026 -- Content Marketing (Central),Content Marketing,Central,73461.11,57587.23,28327,4138,2771343.03,4712.4,2026-05-13,2026-05-27,2026-05
CMP294,Brand 2026 -- Content Marketing (East),Content Marketing,East,67520.01,59162.64,39869,7153,14780438.92,24882.7,2026-03-10,2026-03-23,2026-03
CMP295,Product Launch 2026 -- Events (North),Events,North,77466.95,74759.05,3372,589,585689.22,683.4,2026-04-11,2026-04-19,2026-04
CMP296,Q1 2024 -- Meta Ads (East),Meta Ads,East,85042.1,80632.81,585,60,66097.7,-18.0,2024-02-03,2024-02-22,2024-02
CMP297,Conversion 2024 -- Content Marketing (East),Content Marketing,East,6266.26,5099.34,26877,4149,9167798.56,179684.0,2024-12-15,2024-12-28,2024-12
CMP298,Holiday 2026 -- Webinar (North),Webinar,North,8623.4,8137.08,15672,998,1472268.59,17993.3,2026-04-15,2026-04-23,2026-04
CMP299,Enterprise 2026 -- LinkedIn (East),LinkedIn,East,6097.71,5610.05,21985,3354,7689202.81,136961.2,2026-03-01,2026-03-21,2026-03
CMP300,Seasonal 2024 -- Email (North),Email,North,42845.6,38498.07,14646,1896,3125638.73,8018.9,2024-12-08,2024-12-19,2024-12
CMP301,Q3 2026 -- Events (East),Events,East,62796.92,51402.1,20191,866,1388940.59,2602.1,2026-01-08,2026-01-19,2026-01
CMP302,Regional 2026 -- LinkedIn (North),LinkedIn,North,99697.23,85815.95,28451,1384,2965544.13,3355.7,2026-03-08,2026-03-28,2026-03
CMP303,Product Launch 2025 -- LinkedIn (Central),LinkedIn,Central,13129.65,11818.56,22835,1170,438699.23,3612.0,2025-07-13,2025-07-26,2025-07
CMP304,Q2 2024 -- Email (East),Email,East,49594.26,40834.59,24797,4027,3633951.27,8799.2,2024-09-11,2024-09-24,2024-09
CMP305,Conversion 2026 -- Meta Ads (North),Meta Ads,North,47369.09,40122.62,8127,1148,1216103.55,2931.0,2026-04-03,2026-04-19,2026-04
CMP306,Holiday 2025 -- Email (Central),Email,Central,61692.59,48235.5,26415,4231,6545634.81,13470.2,2025-01-13,2025-01-23,2025-01
CMP307,Seasonal 2026 -- Email (West),Email,West,40955.5,39308.96,32382,4904,4139359.11,10430.3,2026-01-02,2026-01-15,2026-01
CMP308,Q2 2025 -- Google Ads (South),Google Ads,South,73095.86,57517.63,9896,630,1517295.97,2538.0,2025-08-03,2025-08-13,2025-08
CMP309,Q1 2025 -- Meta Ads (East),Meta Ads,East,5065.33,4205.53,34441,5304,4645850.69,110370.0,2025-12-07,2025-12-27,2025-12
CMP310,Regional 2025 -- Google Ads (West),Google Ads,West,10373.71,9784.26,740,88,201014.24,1954.5,2025-03-02,2025-03-14,2025-03
CMP311,Q2 2024 -- LinkedIn (South),LinkedIn,South,53928.37,45454.43,27312,619,983997.04,2064.8,2024-02-04,2024-02-22,2024-02
CMP312,Q3 2025 -- Meta Ads (Central),Meta Ads,Central,17053.16,15850.18,8298,174,60937.22,284.5,2025-11-03,2025-11-13,2025-11
CMP313,Q4 2025 -- Events (South),Events,South,73926.06,70097.25,18364,3037,5028017.14,7072.9,2025-05-15,2025-05-28,2025-05
CMP314,SMB 2024 -- LinkedIn (North),LinkedIn,North,53639.4,43786.37,13099,1689,2774455.39,6236.3,2024-09-15,2024-09-28,2024-09
CMP315,Holiday 2026 -- Events (West),Events,West,9287.58,7310.69,7720,681,951781.7,12919.0,2026-02-12,2026-02-28,2026-02
CMP316,Regional 2024 -- Google Ads (South),Google Ads,South,69738.3,65307.14,5495,551,928372.98,1321.5,2024-08-10,2024-08-26,2024-08
CMP317,Regional 2026 -- Content Marketing (North),Content Marketing,North,34519.57,34290.22,22731,4067,5573408.58,16153.6,2026-05-07,2026-05-16,2026-05
CMP318,Seasonal 2025 -- Content Marketing (Central),Content Marketing,Central,52873.8,45625.58,18696,2696,5922347.68,12880.3,2025-04-11,2025-04-23,2025-04
CMP319,Brand 2024 -- Email (South),Email,South,95283.27,74885.65,32574,4945,2474331.36,3204.1,2024-12-05,2024-12-20,2024-12
CMP320,Seasonal 2026 -- LinkedIn (East),LinkedIn,East,24246.91,18892.92,30735,5384,9405707.11,49684.3,2026-02-03,2026-02-20,2026-02
CMP321,Holiday 2024 -- Events (South),Events,South,36958.9,29848.02,34754,1733,4178489.81,13899.2,2024-06-01,2024-06-11,2024-06
CMP322,Enterprise 2025 -- Google Ads (South),Google Ads,South,41070.64,34693.02,3100,326,462851.13,1234.1,2025-08-07,2025-08-21,2025-08
CMP323,Brand 2025 -- LinkedIn (West),LinkedIn,West,47440.88,44155.11,8679,250,315174.85,613.8,2025-12-12,2025-12-28,2025-12
CMP324,Enterprise 2026 -- Google Ads (South),Google Ads,South,57767.31,52050.91,6932,550,1051959.55,1921.0,2026-02-12,2026-02-28,2026-02
CMP325,Q1 2024 -- Email (South),Email,South,50672.65,41748.36,5587,341,816194.96,1855.0,2024-02-11,2024-02-28,2024-02
CMP326,Enterprise 2026 -- Google Ads (South),Google Ads,South,12753.86,12505.08,23496,1005,2012880.48,15996.5,2026-01-01,2026-01-20,2026-01
CMP327,Holiday 2025 -- Email (Central),Email,Central,30765.99,24649.26,4730,545,865992.01,3413.3,2025-06-12,2025-06-26,2025-06
CMP328,Q4 2024 -- Google Ads (West),Google Ads,West,26572.75,21544.12,18329,2670,6253585.04,28926.9,2024-11-14,2024-11-26,2024-11
CMP329,Q2 2025 -- Events (South),Events,South,7389.3,5626.41,13701,2009,1729708.31,30642.7,2025-10-08,2025-10-15,2025-10
CMP330,Awareness 2026 -- LinkedIn (East),LinkedIn,East,72586.74,36938.64,36346,4896,4768348.74,12808.8,2026-05-08,2026-05-20,2026-05
CMP331,SMB 2026 -- Events (Central),Events,Central,53614.86,40930.75,8774,337,504089.92,1131.6,2026-01-14,2026-01-28,2026-01
CMP332,Enterprise 2026 -- Email (South),Email,South,97874.91,78779.28,8560,843,697915.64,785.9,2026-03-04,2026-03-18,2026-03
CMP333,Q3 2024 -- Meta Ads (North),Meta Ads,North,26765.62,24102.99,17504,1909,4455683.37,18386.0,2024-02-03,2024-02-12,2024-02
CMP334,Q2 2025 -- Google Ads (West),Google Ads,West,98153.24,91572.94,34630,1902,2056833.56,2146.1,2025-08-04,2025-08-21,2025-08
CMP335,SMB 2025 -- LinkedIn (West),LinkedIn,West,29304.64,25341.5,14695,1240,1384033.13,5361.5,2025-08-12,2025-08-28,2025-08
CMP336,Enterprise 2024 -- Email (East),Email,East,96423.73,75674.54,36220,5664,2448794.17,3136.0,2024-01-11,2024-01-25,2024-01
CMP337,Product Launch 2026 -- Content Marketing (South),Content Marketing,South,83754.39,67265.8,33193,2869,6891937.8,10145.8,2026-05-03,2026-05-11,2026-05
CMP338,Q3 2026 -- Email (South),Email,South,45532.86,42212.55,14322,1658,1018458.36,2312.7,2026-03-13,2026-03-27,2026-03
CMP339,Regional 2026 -- LinkedIn (North),LinkedIn,North,45934.42,36358.24,2604,427,466319.74,1182.6,2026-03-11,2026-03-27,2026-03
CMP340,Q2 2025 -- Google Ads (West),Google Ads,West,22261.86,18100.98,17542,927,879835.67,4760.7,2025-09-06,2025-09-16,2025-09
CMP341,Retargeting 2026 -- Events (East),Events,East,34382.26,33180.72,28576,2178,1115021.81,3260.5,2026-01-02,2026-01-17,2026-01
CMP342,Awareness 2024 -- Meta Ads (East),Meta Ads,East,27328.7,24304.3,5989,573,1038661.91,4173.6,2024-01-14,2024-01-27,2024-01
CMP343,Holiday 2026 -- Events (East),Events,East,64462.31,56872.31,5650,736,1367147.08,2303.9,2026-02-13,2026-02-26,2026-02
CMP344,Conversion 2025 -- LinkedIn (Central),LinkedIn,Central,64415.26,54306.45,17108,799,1288996.65,2273.6,2025-12-14,2025-12-28,2025-12
CMP345,Regional 2024 -- Events (West),Events,West,43960.75,42967.13,26013,1920,2528409.84,5784.5,2024-02-04,2024-02-23,2024-02
CMP346,SMB 2025 -- Email (West),Email,West,51371.02,45822.39,23850,3485,4004583.95,8639.4,2025-07-09,2025-07-23,2025-07
CMP347,Product Launch 2025 -- Content Marketing (South),Content Marketing,South,11932.51,9981.68,36598,869,1248888.25,12411.8,2025-02-08,2025-02-19,2025-02
CMP348,SMB 2025 -- Content Marketing (Central),Content Marketing,Central,86221.7,68804.67,40033,4688,8189962.24,11803.2,2025-03-07,2025-03-26,2025-03
CMP349,Q1 2025 -- Content Marketing (West),Content Marketing,West,8150.0,6265.3,14876,1748,1635487.97,26003.9,2025-02-06,2025-02-26,2025-02
CMP350,Q4 2025 -- Google Ads (Central),Google Ads,Central,44206.32,35929.95,40732,1833,596231.89,1559.4,2025-05-03,2025-05-21,2025-05
CMP351,Awareness 2024 -- Events (Central),Events,Central,54834.57,46524.12,25396,3666,8367506.8,17885.3,2024-02-01,2024-02-21,2024-02
CMP352,Holiday 2025 -- Content Marketing (East),Content Marketing,East,84728.34,84321.02,43366,5049,12097112.05,14246.5,2025-12-10,2025-12-17,2025-12
CMP353,Q1 2024 -- Email (East),Email,East,41234.93,37246.45,37705,3051,5234969.24,13954.9,2024-09-11,2024-09-28,2024-09
CMP354,Enterprise 2024 -- Email (West),Email,West,16226.29,15418.88,12892,1202,1401554.53,8989.9,2024-01-10,2024-01-27,2024-01
CMP355,Conversion 2024 -- Webinar (South),Webinar,South,41760.62,37228.59,10569,1726,3954702.81,10522.8,2024-01-06,2024-01-21,2024-01
CMP356,Retargeting 2024 -- Email (Central),Email,Central,39583.43,38742.34,29293,3482,1806622.22,4563.2,2024-11-14,2024-11-28,2024-11
CMP357,Seasonal 2024 -- Email (West),Email,West,34284.17,31014.97,30775,3943,2496567.81,7949.6,2024-02-02,2024-02-19,2024-02
CMP358,Enterprise 2025 -- Webinar (South),Webinar,South,53257.76,45352.99,36364,4729,10349827.25,22720.6,2025-01-14,2025-01-28,2025-01
CMP359,Brand 2024 -- Email (Central),Email,Central,37587.13,33874.93,13337,2276,3020805.06,8817.5,2024-01-15,2024-01-28,2024-01
CMP360,Awareness 2026 -- Content Marketing (West),Content Marketing,West,92001.54,91837.3,27117,1730,3852215.19,4094.6,2026-03-14,2026-03-24,2026-03
CMP361,Enterprise 2025 -- Meta Ads (North),Meta Ads,North,84767.43,77516.7,23180,2668,5469178.2,6955.5,2025-04-03,2025-04-17,2025-04
CMP362,Awareness 2025 -- Webinar (East),Webinar,East,41788.37,37808.24,38431,4660,11348266.65,29915.3,2025-09-08,2025-09-25,2025-09
CMP363,Q4 2025 -- LinkedIn (North),LinkedIn,North,31132.24,26799.82,16763,2651,4433187.85,16441.9,2025-11-13,2025-11-28,2025-11
CMP364,SMB 2024 -- LinkedIn (South),LinkedIn,South,21117.04,19255.86,36844,5010,8748368.13,45332.2,2024-06-04,2024-06-18,2024-06
CMP365,Retargeting 2025 -- Events (Central),Events,Central,64255.63,53537.25,1968,113,230645.93,330.8,2025-06-15,2025-06-25,2025-06
CMP366,Brand 2026 -- LinkedIn (East),LinkedIn,East,5692.68,4596.23,14350,743,1043278.39,22598.6,2026-01-13,2026-01-27,2026-01
CMP367,Q2 2024 -- Events (West),Events,West,28529.09,25682.14,20053,3532,4886256.78,18925.9,2024-03-12,2024-03-28,2024-03
CMP368,Q4 2024 -- Content Marketing (East),Content Marketing,East,10259.44,9753.99,18211,618,94599.54,869.9,2024-08-04,2024-08-18,2024-08
CMP369,Q1 2024 -- Meta Ads (West),Meta Ads,West,34851.48,26538.44,9450,805,1097886.71,4037.0,2024-12-05,2024-12-25,2024-12
CMP370,Q4 2026 -- Email (Central),Email,Central,89631.0,87939.78,30823,2002,2309400.69,2526.1,2026-05-07,2026-05-17,2026-05
